一般 位置 (General location) : 42,一般 地点 (General location) : 0,一般 价格 (General price) : 0,陈旧 点 (Stale point) : 4,老 设施 (Old facility) : 7,一般 态度 (General attitude) : 32,老 设施 (Old facility) : 2
一般 环境 (General environment) : 40,一般 大小 (General size) : 0,一般 位置 (General location) : 0,一般 感觉 (General feeling) : 3,一般 位置 (General location) : 6,一般 房间 (Average room) : 31,一般 东西 (General stuff) : 0
一般 态度 (General attitude) : 39,一般 宵夜 (Average supper) : 0,一般 卫生 (General hygiene) : 0,一般 环境 (General environment) : 3,一般 态度 (General attitude) : 5,一般 环境 (General environment) : 27,一般 交通 (General traffic) : 0
一般 房间 (Average room) : 37,一般 宾馆 (General Hotel) : 0,一般 印象 (General impression) : 0,老 建筑 (Old building) : 3,一般 感觉 (General feeling) : 4,一般 位置 (General location) : 26,一般 人 (normal person) : 0
一般 卫生 (General hygiene) : 30,一般 态度 (General attitude) : 0,一般 口味 (General taste) : 0,一般 味道 (General taste) : 2,没有 中文 (no Chinese) : 4,没有 中文 (no Chinese) : 21,一般 价格 (General price) : 0
没有 中文 (no Chinese) : 30,一般 性价比 (Average value for money) : 0,一般 口感 (General taste) : 0,一般 态度 (General attitude) : 2,一般 性价比 (Average value for money) : 3,一般 卫生 (General hygiene) : 20,一般 卫生 (General hygiene) : 0
一般 感觉 (General feeling) : 24,一般 总体 (General overall) : 0,一般 品牌 (General brand) : 0,一般 性价比 (Average value for money) : 2,一般 条件 (General condition) : 3,一般 味道 (General taste) : 17,一般 印象 (General impression) : 0
一般 味道 (General taste) : 22,一般 情况 (generally) : 0,一般 品种 (General variety) : 0,一般 总体 (General overall) : 2,华人 (Chinese) : 3,一般 感觉 (General feeling) : 17,一般 口味 (General taste) : 0
一般 条件 (General condition) : 18,一般 感觉 (General feeling) : 0,一般 地方 (General place) : 0,陈旧 家具 (Obsolete furniture) : 2,陈旧 设备 (Obsolete equipment) : 3,一般 装修 (General decoration) : 14,一般 口感 (General taste) : 0
陈旧 设备 (Obsolete equipment) : 18,一般 房间 (Average room) : 0,一般 地段 (General location) : 0,陈旧 设备 (Obsolete equipment) : 2,一般 情况 (generally) : 2,一般 条件 (General condition) : 13,一般 味道 (General taste) : 0
一般 装修 (General decoration) : 15,一般 效果 (General effect) : 0,一般 地点 (General location) : 0,陈旧 酒店 (Outdated hotel) : 2,一般 房间 (Average room) : 2,不 中文 (No Chinese) : 13,一般 品牌 (General brand) : 0
不 中文 (No Chinese) : 15,一般 方面 (General aspect) : 0,一般 大小 (General size) : 0,一般 东西 (General stuff) : 0,一般 种类 (General type) : 2,老 店 (Old shop) : 13,一般 品种 (General variety) : 0
华人 (Chinese) : 15,一般 旅馆 (General Hotel) : 0,一般 宵夜 (Average supper) : 0,一般 交通 (General traffic) : 0,一般 英语 (General English) : 2,陈旧 设备 (Obsolete equipment) : 13,一般 地方 (General place) : 0
老 店 (Old shop) : 15,一般 早餐 (Average breakfast) : 0,一般 宾馆 (General Hotel) : 0,一般 人 (normal person) : 0,一般 隔音 (Soundproof) : 2,一般 大小 (General size) : 12,一般 地段 (General location) : 0
一般 大小 (General size) : 12,一般 早饭 (Average breakfast) : 0,一般 态度 (General attitude) : 0,一般 价格 (General price) : 0,一般 需求 (General demand) : 2,华人 (Chinese) : 12,一般 地点 (General location) : 0
一般 英语 (General English) : 11,一般 晚餐 (Average dinner) : 0,一般 性价比 (Average value for money) : 0,一般 卫生 (General hygiene) : 0,老 外观 (Old appearance) : 2,老 装修 (Old decoration) : 11,一般 大小 (General size) : 0
没有 陈旧 (Not stale) : 11,一般 景色 (General scenery) : 0,一般 总体 (General overall) : 0,一般 印象 (General impression) : 0,陈旧 酒店 (Outdated hotel) : 2,一般 温泉 (General hot spring) : 10,一般 宵夜 (Average supper) : 0
老 装修 (Old decoration) : 11,一般 景观 (General landscape) : 0,一般 情况 (generally) : 0,一般 口味 (General taste) : 0,一般 东西 (General stuff) : 0,一般 英语 (General English) : 9,一般 宾馆 (General Hotel) : 0
老 酒 (Old wine) : 11,一般 服务 (General service) : 0,一般 感觉 (General feeling) : 0,一般 口感 (General taste) : 0,一般 交通 (General traffic) : 0,没有 陈旧 (Not stale) : 9,一般 态度 (General attitude) : 0
一般 温泉 (General hot spring) : 10,一般 条件 (General condition) : 0,一般 房间 (Average room) : 0,一般 品牌 (General brand) : 0,一般 人 (normal person) : 0,老 楼 (Old building) : 9,一般 性价比 (Average value for money) : 0
陈旧 房间 (Outdated room) : 10,一般 水平 (The general level) : 0,一般 方面 (General aspect) : 0,一般 品种 (General variety) : 0,一般 价格 (General price) : 0,老 酒 (Old wine) : 9,一般 总体 (General overall) : 0
陈旧 酒店 (Outdated hotel) : 10,一般 水质 (General water quality) : 0,一般 旅馆 (General Hotel) : 0,一般 地方 (General place) : 0,一般 印象 (General impression) : 0,老 房间 (Old room) : 8,一般 情况 (generally) : 0
一般 隔音 (Soundproof) : 9,一般 沙滩 (Average beach) : 0,一般 早饭 (Average breakfast) : 0,一般 地段 (General location) : 0,一般 口味 (General taste) : 0,陈旧 房间 (Outdated room) : 8,一般 感觉 (General feeling) : 0
老 房间 (Old room) : 9,一般 温泉 (General hot spring) : 0,一般 晚餐 (Average dinner) : 0,一般 地点 (General location) : 0,一般 口感 (General taste) : 0,一般 沙滩 (Average beach) : 7,一般 效果 (General effect) : 0
老 楼 (Old building) : 9,一般 状况 (General condition) : 0,一般 景色 (General scenery) : 0,一般 大小 (General size) : 0,一般 味道 (General taste) : 0,一般 东西 (General stuff) : 6,一般 方面 (General aspect) : 0
陈旧 点 (Stale point) : 8,一般 环境 (General environment) : 0,一般 景观 (General landscape) : 0,一般 宵夜 (Average supper) : 0,一般 品牌 (General brand) : 0,一般 自助餐 (Average buffet) : 6,一般 旅馆 (General Hotel) : 0
一般 价格 (General price) : 7,一般 用品 (General supplies) : 0,一般 条件 (General condition) : 0,一般 宾馆 (General Hotel) : 0,一般 品种 (General variety) : 0,一般 隔音 (Soundproof) : 6,一般 早饭 (Average breakfast) : 0
一般 沙滩 (Average beach) : 7,一般 硬件 (General hardware) : 0,一般 水平 (The general level) : 0,一般 情况 (generally) : 0,一般 地方 (General place) : 0,没有 价格 (No price) : 6,一般 晚餐 (Average dinner) : 0
一般 东西 (General stuff) : 6,一般 种类 (General type) : 0,一般 水质 (General water quality) : 0,一般 房间 (Average room) : 0,一般 地段 (General location) : 0,陈旧 酒店 (Outdated hotel) : 6,一般 景色 (General scenery) : 0
一般 口味 (General taste) : 6,一般 程度 (Average) : 0,一般 沙滩 (Average beach) : 0,一般 效果 (General effect) : 0,一般 地点 (General location) : 0,一般 价格 (General price) : 5,一般 景观 (General landscape) : 0
一般 效果 (General effect) : 6,一般 空气 (General air) : 0,一般 温泉 (General hot spring) : 0,一般 方面 (General aspect) : 0,一般 大小 (General size) : 0,一般 品种 (General variety) : 5,一般 条件 (General condition) : 0
一般 早饭 (Average breakfast) : 6,一般 空间 (General space) : 0,一般 状况 (General condition) : 0,一般 旅馆 (General Hotel) : 0,一般 宵夜 (Average supper) : 0,一般 早饭 (Average breakfast) : 5,一般 水平 (The general level) : 0
一般 自助餐 (Average buffet) : 6,一般 缺点 (General disadvantages) : 0,一般 环境 (General environment) : 0,一般 早饭 (Average breakfast) : 0,一般 宾馆 (General Hotel) : 0,一般 水平 (The general level) : 5,一般 水质 (General water quality) : 0
一般 设备 (General equipment) : 6,一般 网速 (General Internet speed) : 0,一般 用品 (General supplies) : 0,一般 晚餐 (Average dinner) : 0,一般 总体 (General overall) : 0,一般 用品 (General supplies) : 5,一般 沙滩 (Average beach) : 0
一般 质量 (General quality) : 6,一般 自助餐 (Average buffet) : 0,一般 硬件 (General hardware) : 0,一般 景色 (General scenery) : 0,一般 效果 (General effect) : 0,一般 程度 (Average) : 5,一般 温泉 (General hot spring) : 0
没有 价格 (No price) : 6,一般 英文 (General English) : 0,一般 种类 (General type) : 0,一般 景观 (General landscape) : 0,一般 方面 (General aspect) : 0,一般 质量 (General quality) : 5,一般 状况 (General condition) : 0
老 设备 (Old equipment) : 6,一般 英语 (General English) : 0,一般 程度 (Average) : 0,一般 条件 (General condition) : 0,一般 旅馆 (General Hotel) : 0,一般 口味 (General taste) : 4,一般 环境 (General environment) : 0
一般 品种 (General variety) : 5,一般 装修 (General decoration) : 0,一般 空气 (General air) : 0,一般 水平 (The general level) : 0,一般 早饭 (Average breakfast) : 0,一般 地段 (General location) : 4,一般 用品 (General supplies) : 0
一般 地段 (General location) : 5,一般 设备 (General equipment) : 0,一般 空间 (General space) : 0,一般 水质 (General water quality) : 0,一般 晚餐 (Average dinner) : 0,一般 方面 (General aspect) : 4,一般 硬件 (General hardware) : 0
一般 方面 (General aspect) : 5,一般 设施 (General facilities) : 0,一般 缺点 (General disadvantages) : 0,一般 沙滩 (Average beach) : 0,一般 景色 (General scenery) : 0,一般 景色 (General scenery) : 4,一般 种类 (General type) : 0
一般 水平 (The general level) : 5,一般 话 (General) : 0,一般 网速 (General Internet speed) : 0,一般 温泉 (General hot spring) : 0,一般 景观 (General landscape) : 0,一般 硬件 (General hardware) : 4,一般 程度 (Average) : 0
一般 用品 (General supplies) : 5,一般 质量 (General quality) : 0,一般 自助餐 (Average buffet) : 0,一般 状况 (General condition) : 0,一般 水平 (The general level) : 0,一般 英文 (General English) : 4,一般 空气 (General air) : 0
一般 硬件 (General hardware) : 5,一般 选择 (General choice) : 0,一般 英文 (General English) : 0,一般 用品 (General supplies) : 0,一般 水质 (General water quality) : 0,一般 餐厅 (Average restaurant) : 4,一般 空间 (General space) : 0
一般 程度 (Average) : 5,一般 酒店 (Average hotel) : 0,一般 英语 (General English) : 0,一般 硬件 (General hardware) : 0,一般 沙滩 (Average beach) : 0,老 设备 (Old equipment) : 4,一般 缺点 (General disadvantages) : 0
陈旧 装修 (Old decoration) : 5,一般 隔音 (Soundproof) : 0,一般 装修 (General decoration) : 0,一般 种类 (General type) : 0,一般 温泉 (General hot spring) : 0,陈旧 感觉 (Stale feeling) : 4,一般 网速 (General Internet speed) : 0
一般 总体 (General overall) : 4,一般 需求 (General demand) : 0,一般 设备 (General equipment) : 0,一般 程度 (Average) : 0,一般 状况 (General condition) : 0,陈旧 装修 (Old decoration) : 4,一般 自助餐 (Average buffet) : 0
一般 情况 (generally) : 4,一般 面积 (General area) : 0,一般 话 (General) : 0,一般 空气 (General air) : 0,一般 用品 (General supplies) : 0,一般 交通 (General traffic) : 3,一般 英文 (General English) : 0
一般 景色 (General scenery) : 4,一般 风景 (Average scenery) : 0,一般 质量 (General quality) : 0,一般 空间 (General space) : 0,一般 硬件 (General hardware) : 0,一般 品牌 (General brand) : 3,一般 英语 (General English) : 0
一般 种类 (General type) : 4,一般 食物 (General food) : 0,一般 选择 (General choice) : 0,一般 缺点 (General disadvantages) : 0,一般 程度 (Average) : 0,一般 效果 (General effect) : 3,一般 装修 (General decoration) : 0
一般 英文 (General English) : 4,一般 餐厅 (Average restaurant) : 0,一般 酒店 (Average hotel) : 0,一般 网速 (General Internet speed) : 0,一般 空气 (General air) : 0,一般 晚餐 (Average dinner) : 3,一般 设备 (General equipment) : 0
一般 餐厅 (Average restaurant) : 4,不 中文 (No Chinese) : 0,一般 隔音 (Soundproof) : 0,一般 自助餐 (Average buffet) : 0,一般 空间 (General space) : 0,一般 状况 (General condition) : 3,一般 话 (General) : 0
没有 距离 (No distance) : 4,中文 (Chinese) : 0,一般 需求 (General demand) : 0,一般 英文 (General English) : 0,一般 缺点 (General disadvantages) : 0,一般 空气 (General air) : 3,一般 质量 (General quality) : 0
老 建筑 (Old building) : 4,价格 (price) : 0,一般 面积 (General area) : 0,一般 英语 (General English) : 0,一般 网速 (General Internet speed) : 0,一般 设备 (General equipment) : 3,一般 选择 (General choice) : 0
老 感觉 (Old feeling) : 4,华人 (Chinese) : 0,一般 风景 (Average scenery) : 0,一般 装修 (General decoration) : 0,一般 自助餐 (Average buffet) : 0,一般 风景 (Average scenery) : 3,一般 隔音 (Soundproof) : 0
陈旧 感觉 (Stale feeling) : 4,地理 (geography) : 0,一般 食物 (General food) : 0,一般 设备 (General equipment) : 0,一般 英文 (General English) : 0,一般 食物 (General food) : 3,一般 需求 (General demand) : 0
一般 交通 (General traffic) : 3,没有 中文 (no Chinese) : 0,一般 餐厅 (Average restaurant) : 0,一般 话 (General) : 0,一般 装修 (General decoration) : 0,没有 距离 (No distance) : 3,一般 面积 (General area) : 0
一般 品牌 (General brand) : 3,没有 价格 (No price) : 0,不 中文 (No Chinese) : 0,一般 质量 (General quality) : 0,一般 设备 (General equipment) : 0,老 感觉 (Old feeling) : 3,一般 风景 (Average scenery) : 0
一般 地点 (General location) : 3,没有 距离 (No distance) : 0,华人 (Chinese) : 0,一般 选择 (General choice) : 0,一般 话 (General) : 0,一般 人 (normal person) : 2,一般 食物 (General food) : 0
一般 宾馆 (General Hotel) : 3,没有 陈旧 (Not stale) : 0,没有 价格 (No price) : 0,一般 隔音 (Soundproof) : 0,一般 质量 (General quality) : 0,一般 印象 (General impression) : 2,一般 餐厅 (Average restaurant) : 0
一般 晚餐 (Average dinner) : 3,老 (old) : 0,没有 距离 (No distance) : 0,一般 需求 (General demand) : 0,一般 选择 (General choice) : 0,一般 口感 (General taste) : 2,不 中文 (No Chinese) : 0
一般 状况 (General condition) : 3,老 先生 (Old sir) : 0,没有 陈旧 (Not stale) : 0,一般 面积 (General area) : 0,一般 面积 (General area) : 0,一般 地点 (General location) : 2,华人 (Chinese) : 0
一般 空气 (General air) : 3,老 外观 (Old appearance) : 0,老 先生 (Old sir) : 0,一般 风景 (Average scenery) : 0,一般 风景 (Average scenery) : 0,一般 宵夜 (Average supper) : 2,没有 价格 (No price) : 0
一般 需求 (General demand) : 3,老 店 (Old shop) : 0,老 外观 (Old appearance) : 0,一般 食物 (General food) : 0,一般 食物 (General food) : 0,一般 宾馆 (General Hotel) : 2,没有 距离 (No distance) : 0
一般 风景 (Average scenery) : 3,老 建筑 (Old building) : 0,老 店 (Old shop) : 0,一般 餐厅 (Average restaurant) : 0,一般 餐厅 (Average restaurant) : 0,一般 情况 (generally) : 2,没有 陈旧 (Not stale) : 0
一般 食物 (General food) : 3,老 感觉 (Old feeling) : 0,老 建筑 (Old building) : 0,不 中文 (No Chinese) : 0,不 中文 (No Chinese) : 0,一般 景观 (General landscape) : 2,老 先生 (Old sir) : 0
老 外观 (Old appearance) : 3,老 房子 (old house) : 0,老 感觉 (Old feeling) : 0,华人 (Chinese) : 0,没有 价格 (No price) : 0,一般 水质 (General water quality) : 2,老 外观 (Old appearance) : 0
陈旧 家具 (Obsolete furniture) : 3,老 房间 (Old room) : 0,老 房子 (old house) : 0,没有 中文 (no Chinese) : 0,没有 距离 (No distance) : 0,一般 种类 (General type) : 2,老 店 (Old shop) : 0
一般 人 (normal person) : 2,老 服务 (Old service) : 0,老 房间 (Old room) : 0,没有 价格 (No price) : 0,没有 陈旧 (Not stale) : 0,一般 缺点 (General disadvantages) : 2,老 建筑 (Old building) : 0
一般 印象 (General impression) : 2,老 楼 (Old building) : 0,老 服务 (Old service) : 0,没有 距离 (No distance) : 0,老 先生 (Old sir) : 0,一般 话 (General) : 2,老 感觉 (Old feeling) : 0
一般 口感 (General taste) : 2,老 点 (Old point) : 0,老 楼 (Old building) : 0,没有 陈旧 (Not stale) : 0,老 店 (Old shop) : 0,一般 选择 (General choice) : 2,老 房子 (old house) : 0
一般 地方 (General place) : 2,老 烟鬼 (Old smoker) : 0,老 点 (Old point) : 0,老 先生 (Old sir) : 0,老 建筑 (Old building) : 0,一般 面积 (General area) : 2,老 房间 (Old room) : 0
一般 宵夜 (Average supper) : 2,老 硬件 (Old hardware) : 0,老 烟鬼 (Old smoker) : 0,老 外观 (Old appearance) : 0,老 感觉 (Old feeling) : 0,老 先生 (Old sir) : 2,老 服务 (Old service) : 0
一般 旅馆 (General Hotel) : 2,老 街 (Old street) : 0,老 硬件 (Old hardware) : 0,老 店 (Old shop) : 0,老 房子 (old house) : 0,老 房子 (old house) : 2,老 楼 (Old building) : 0
一般 景观 (General landscape) : 2,老 装修 (Old decoration) : 0,老 街 (Old street) : 0,老 感觉 (Old feeling) : 0,老 房间 (Old room) : 0,老 服务 (Old service) : 2,老 点 (Old point) : 0
一般 水质 (General water quality) : 2,老 设备 (Old equipment) : 0,老 装修 (Old decoration) : 0,老 房子 (old house) : 0,老 服务 (Old service) : 0,老 烟鬼 (Old smoker) : 2,老 烟鬼 (Old smoker) : 0
一般 空间 (General space) : 2,老 设施 (Old facility) : 0,老 设备 (Old equipment) : 0,老 房间 (Old room) : 0,老 楼 (Old building) : 0,老 硬件 (Old hardware) : 2,老 硬件 (Old hardware) : 0
一般 缺点 (General disadvantages) : 2,老 酒 (Old wine) : 0,老 设施 (Old facility) : 0,老 服务 (Old service) : 0,老 点 (Old point) : 0,老 馆 (Old hall) : 2,老 街 (Old street) : 0
一般 网速 (General Internet speed) : 2,老 酒店 (Old hotel) : 0,老 酒 (Old wine) : 0,老 楼 (Old building) : 0,老 烟鬼 (Old smoker) : 0,赤坂 (Akasaka) : 2,老 装修 (Old decoration) : 0
一般 话 (General) : 2,老 馆 (Old hall) : 0,老 酒店 (Old hotel) : 0,老 点 (Old point) : 0,老 硬件 (Old hardware) : 0,陈旧 点 (Stale point) : 2,老 设备 (Old equipment) : 0
一般 选择 (General choice) : 2,赤坂 (Akasaka) : 0,老 馆 (Old hall) : 0,老 烟鬼 (Old smoker) : 0,老 街 (Old street) : 0,一般 地方 (General place) : 0,老 酒 (Old wine) : 0
一般 面积 (General area) : 2,距离 (distance) : 0,赤坂 (Akasaka) : 0,老 硬件 (Old hardware) : 0,老 装修 (Old decoration) : 0,一般 总体 (General overall) : 0,老 酒店 (Old hotel) : 0
老 先生 (Old sir) : 2,陈旧 (obsolete) : 0,陈旧 (obsolete) : 0,老 街 (Old street) : 0,老 设备 (Old equipment) : 0,一般 旅馆 (General Hotel) : 0,老 馆 (Old hall) : 0
老 房子 (old house) : 2,陈旧 家具 (Obsolete furniture) : 0,陈旧 家具 (Obsolete furniture) : 0,老 装修 (Old decoration) : 0,老 酒 (Old wine) : 0,一般 空间 (General space) : 0,赤坂 (Akasaka) : 0
老 服务 (Old service) : 2,陈旧 感觉 (Stale feeling) : 0,陈旧 感觉 (Stale feeling) : 0,老 设备 (Old equipment) : 0,老 馆 (Old hall) : 0,一般 网速 (General Internet speed) : 0,陈旧 家具 (Obsolete furniture) : 0
老 点 (Old point) : 2,陈旧 房间 (Outdated room) : 0,陈旧 房间 (Outdated room) : 0,老 酒 (Old wine) : 0,赤坂 (Akasaka) : 0,一般 需求 (General demand) : 0,陈旧 感觉 (Stale feeling) : 0
老 烟鬼 (Old smoker) : 2,陈旧 点 (Stale point) : 0,陈旧 点 (Stale point) : 0,老 馆 (Old hall) : 0,陈旧 家具 (Obsolete furniture) : 0,老 外观 (Old appearance) : 0,陈旧 房间 (Outdated room) : 0
老 硬件 (Old hardware) : 2,陈旧 装修 (Old decoration) : 0,陈旧 装修 (Old decoration) : 0,赤坂 (Akasaka) : 0,陈旧 感觉 (Stale feeling) : 0,老 建筑 (Old building) : 0,陈旧 点 (Stale point) : 0
老 街 (Old street) : 2,陈旧 设备 (Obsolete equipment) : 0,陈旧 设备 (Obsolete equipment) : 0,陈旧 感觉 (Stale feeling) : 0,陈旧 房间 (Outdated room) : 0,老 点 (Old point) : 0,陈旧 装修 (Old decoration) : 0
老 馆 (Old hall) : 2,陈旧 设施 (Obsolete facilities) : 0,陈旧 设施 (Obsolete facilities) : 0,陈旧 房间 (Outdated room) : 0,陈旧 点 (Stale point) : 0,老 街 (Old street) : 0,陈旧 设备 (Obsolete equipment) : 0
赤坂 (Akasaka) : 2,陈旧 酒店 (Outdated hotel) : 0,陈旧 酒店 (Outdated hotel) : 0,陈旧 装修 (Old decoration) : 0,陈旧 装修 (Old decoration) : 0,陈旧 家具 (Obsolete furniture) : 0,陈旧 酒店 (Outdated hotel) : 0
